level,n,batch,env,success,obj_x,obj_y,obj_yaw,cab_x,cab_y,cab_yaw,cab_joint_max,cab_yaw_dev,carry_dist
L1,25,1,7,True,0.1881839275360106,0.4483060836791992,0.7326613794351938,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8412255736018969
L1,25,1,8,True,0.1895230203866958,0.4814028739929199,-0.249825275540417,0.9,0.0,-3.141592653589793,0.0,0.0,0.8582110845526796
L1,25,1,9,True,0.2300090283155441,0.4239000082015991,0.1779848848147811,0.9,0.0,-3.141592653589793,0.0,0.0,0.7928298172319184
L1,25,1,10,False,0.1902270257472992,0.4055670499801636,0.0939025020173424,0.9,0.0,-3.141592653589793,0.0,0.0,0.8174731231111746
L1,25,1,11,False,0.2108750283718109,0.5242757797241211,-0.2694444170422113,0.9,0.0,-3.141592653589793,0.0,0.0,0.8658858583710024
L1,25,1,12,False,0.2207159042358397,0.4951591491699219,0.2612219413230898,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8406006577232816
L1,25,1,13,False,0.2067669868469237,0.4058239459991455,-0.245826587948071,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8032839383876728
L1,25,1,14,False,0.1715599536895751,0.500485897064209,0.1038947225015439,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.883804862075843
L1,25,1,15,False,0.2172888755798339,0.4481501579284668,-0.1648645981319725,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8166596864412723
L1,25,1,16,True,0.2110609054565433,0.4170951843261719,0.3938201099598278,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8053604589116862
L1,25,1,17,False,0.1756137847900394,0.4041659832000732,-0.6380566608904196,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.829509210776043
L1,25,1,18,False,0.170983695983887,0.4796450138092041,-0.5531634563651477,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8726534883866252
L1,25,1,19,True,0.1913436889648441,0.3975820541381836,-0.3721557868287579,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8125670784265713
L1,25,2,0,False,0.2564758300781253,0.3790750503540039,0.384070275959769,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.7468743208027231
L1,25,2,1,False,0.215717697143555,0.513401985168457,-0.7427004243514954,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8554670469266671
L1,25,2,2,True,0.2324956893920902,0.410612940788269,-0.2036175756507273,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.7836867944676189
L1,25,2,3,False,0.1704701423645023,0.453589916229248,-0.1402910452009858,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.859044600289488
L1,25,2,4,True,0.2438539505004882,0.4996180534362793,0.5896468491016633,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8247095474124648
