task,level,n_demos,batch,env,success,variant,obj_x,obj_y,obj_yaw,goal_x,goal_y,local_rej,nn_demo_dist,cab_x,cab_y,cab_dyaw,bearing
T1,L1,100,1,15,True,-1,0.6172759532928467,0.054141998291015625,-0.1497900316497556,0.5,0.25,0.07999999999999996,0.35243903679348765,,,,
T1,L1,100,1,16,True,-1,0.5726461410522461,0.010288000106811523,1.0322623943976907,0.5,0.25,0.16000000000000003,0.5684749621912221,,,,
T1,L1,100,1,17,True,-1,0.37904787063598633,-0.23231804370880127,-0.9762347225094953,0.5,0.25,0.12,0.43824305360342813,,,,
T1,L1,100,1,18,True,-1,0.5881252288818359,-0.24677598476409912,-1.3855916997300215,0.5,0.25,0.31999999999999995,0.3094018186351959,,,,
T1,L1,100,1,19,True,-1,0.5181660652160645,-0.11838793754577637,-1.0001948195246437,0.5,0.25,0.12,0.41853865693478476,,,,
T1,L1,100,2,0,False,-1,0.5413532257080078,-0.14773297309875488,-0.37964596816214247,0.5,0.25,0.24,0.5538505871821698,,,,
T1,L1,100,2,1,True,-1,0.37981081008911133,-0.010794997215270996,1.067638704257716,0.5,0.25,0.0,0.4882805413136694,,,,
T1,L1,100,2,2,True,-1,0.4966120719909668,-0.18815302848815918,0.21386124457477274,0.5,0.25,0.07999999999999996,0.5143737492106736,,,,
T1,L1,100,2,3,True,-1,0.3875460624694824,-0.033698081970214844,-0.7826446039173,0.5,0.25,0.19999999999999996,0.5338788805063251,,,,
T1,L1,100,2,4,True,-1,0.3651399612426758,-0.09519410133361816,0.14715266084551223,0.5,0.25,0.12,0.6521563094890461,,,,
T1,L1,100,2,5,True,-1,0.6421060562133789,-0.11122298240661621,-1.3510829776613884,0.5,0.25,0.28,0.6445581286603014,,,,
T1,L1,100,2,6,True,-1,0.5964179039001465,-0.13143599033355713,0.41732164630303675,0.5,0.25,0.19999999999999996,0.4643944474204514,,,,
T1,L1,100,2,7,True,-1,0.499675989151001,-0.10507607460021973,0.8859937638873459,0.5,0.25,0.16000000000000003,0.13298476516682387,,,,
T1,L1,100,2,8,True,-1,0.37232500314712524,-0.10513496398925781,-1.3274009590285878,0.5,0.25,0.24,0.8205371027561009,,,,
